unique.id,cited.species,gender,considered.species,country,admin2,admin3,locality,col.start.year,col.finish.year,1.year.monthly?,lon_orig,lat_orig,mun_geocod,mun_lon,mun_lat,area.mun.km,lon_dec,lat_dec,coord.prec,loc_type_wieczorek,fonte das coordenadas,ref,obs,n
5435,L. umbratilis,,L_umbratilis,Brazil,Rondônia,Ariquemes,BR RO,1981,1981,0,,,1100023,-63.033269,-9.908463,4426.571,-63.033269,-9.908463,3,,IBGE 2015 (Municipality admin center),Collection data: CPqRR (speciesLink),,
5436,L. migonei,,L_migonei,Brazil,Rondônia,Ariquemes,Estrada 364,1981,1981,0,,,1100023,-63.033269,-9.908463,4426.571,-63.033269,-9.908463,3,,IBGE 2015 (Municipality admin center),Collection data: CPqRR (speciesLink),,
5437,L. umbratilis,,L_umbratilis,Brazil,Rondônia,Ariquemes,Estrada 364 linha 40,1981,1981,0,,,1100023,-63.033269,-9.908463,4426.571,-63.033269,-9.908463,3,,IBGE 2015 (Municipality admin center),Collection data: CPqRR (speciesLink),,
5438,L. whitmani,,L_whitmani,Brazil,Rondônia,Ariquemes,Estrada 364 linha 40,1981,1981,0,,,1100023,-63.033269,-9.908463,4426.571,-63.033269,-9.908463,3,,IBGE 2015 (Municipality admin center),Collection data: CPqRR (speciesLink),,
5439,L. whitmani,,L_whitmani,Brazil,Rondônia,Ariquemes,,1981,1981,0,,,1100023,-63.033269,-9.908463,4426.571,-63.033269,-9.908463,3,,IBGE 2015 (Municipality admin center),Collection data: CPqRR (speciesLink),,
5440,L. whitmani,,L_whitmani,Brazil,Rondônia,Buritis,Buriti,1998,,,,,1100452,-63.829679,-10.209805,3265.809,-63.829679,-10.209805,3,,IBGE 2015 (Municipality admin center),Ishikawa et al. 1999,,
5441,L. flaviscutellata,,L_flaviscutellata,Brazil,Rondônia,Buritis,,1997,2000,,,,1100452,-63.829679,-10.209805,3265.809,-63.829679,-10.209805,3,,IBGE 2015 (Municipality admin center),Gil et al. 2003,"revisao especies do estado, coordenadas dos municípios estudados",
5442,L. flaviscutellata,,L_flaviscutellata,Brazil,Rondônia,Buritis,,1997,,,,,1100452,-63.829679,-10.209805,3265.809,-63.829679,-10.209805,3,,IBGE 2015 (Municipality admin center),Gil et al. 2003,,
5443,L. whitmani,,L_whitmani,Brazil,Rondônia,Cacaulândia,Cacaulândia,1998,,,,,1100601,-62.90319,-10.338873,1961.778,-62.90319,-10.338873,3,,IBGE 2015 (Municipality admin center),Ishikawa et al. 1999,,
5444,L. wellcomei/complexa,F,doubtful,Brazil,Rondônia,Cacaulândia,Hotel Faz. Rancho Grande,1998,1998,0,,,1100601,-62.90319,-10.338873,1961.778,-62.90319,-10.338873,3,,IBGE 2015 (Municipality admin center),Collection data: IEC,Marked as doubtful because no males of L. wellcomei were observed in Rondonia State,
5445,L. wellcomei/complexa,F,doubtful,Brazil,Rondônia,Cacaulândia,Hotel Faz. Rancho Grande,2000,2000,0,,,1100601,-62.90319,-10.338873,1961.778,-62.90319,-10.338873,3,,IBGE 2015 (Municipality admin center),Collection data: IEC,Marked as doubtful because no males of L. wellcomei were observed in Rondonia State,
5446,L. flaviscutellata,,L_flaviscutellata,Brazil,Rondônia,Cacaulândia,Hotel Faz. Rancho Grande,1998,1998,0,,,1100601,-62.90319,-10.338873,1961.778,-62.90319,-10.338873,3,,IBGE 2015 (Municipality admin center),Collection data: IEC,1 fêmea de well/compl. Verificar em Gil et al 2003,
5447,L. longipalpis,,L_longipalpis,Brazil,Rondônia,Cacaulândia,Hotel Faz. Rancho Grande,1998,1998,0,,,1100601,-62.90319,-10.338873,1961.778,-62.90319,-10.338873,3,,IBGE 2015 (Municipality admin center),Collection data: IEC,1 fêmea de well/compl. Verificar em Gil et al 2003,
5448,L. migonei,,L_migonei,Brazil,Rondônia,Cacaulândia,Hotel Faz. Rancho Grande,1998,1998,0,,,1100601,-62.90319,-10.338873,1961.778,-62.90319,-10.338873,3,,IBGE 2015 (Municipality admin center),Collection data: IEC,1 fêmea de well/compl. Verificar em Gil et al 2003,
5449,L. whitmani,,L_whitmani,Brazil,Rondônia,Cacaulândia,Hotel Faz. Rancho Grande,1998,1998,0,,,1100601,-62.90319,-10.338873,1961.778,-62.90319,-10.338873,3,,IBGE 2015 (Municipality admin center),Collection data: IEC,1 fêmea de well/compl. Verificar em Gil et al 2003,
5450,L. flaviscutellata,,L_flaviscutellata,Brazil,Rondônia,Cacaulândia,,1997,2000,,,,1100601,-62.90319,-10.338873,1961.778,-62.90319,-10.338873,3,,IBGE 2015 (Municipality admin center),Gil et al. 2003,"revisao especies do estado, coordenadas dos municípios estudados",
5451,L. flaviscutellata,,L_flaviscutellata,Brazil,Rondônia,Cacaulândia,,1997,,,,,1100601,-62.90319,-10.338873,1961.778,-62.90319,-10.338873,3,,IBGE 2015 (Municipality admin center),Gil et al. 2003,,
5452,L. whitmani,,L_whitmani,Brazil,Rondônia,Campo Novo de Rondônia,Área do Balateiro,1998,1998,0,,,1100700,-63.624991,-10.568416,3442.005,-63.624991,-10.568416,3,,IBGE 2015 (Municipality admin center),Collection data: IEC,,
5453,L. flaviscutellata,,L_flaviscutellata,Brazil,Rondônia,Campo Novo de Rondônia,,1997,2000,,,,1100700,-63.624991,-10.568416,3442.005,-63.624991,-10.568416,3,,IBGE 2015 (Municipality admin center),Gil et al. 2003,"revisao especies do estado, coordenadas dos municípios estudados",
5454,L. flaviscutellata,,L_flaviscutellata,Brazil,Rondônia,Campo Novo de Rondônia,,1997,,,,,1100700,-63.624991,-10.568416,3442.005,-63.624991,-10.568416,3,,IBGE 2015 (Municipality admin center),Gil et al. 2003,,
5455,L. flaviscutellata,,L_flaviscutellata,Brazil,Rondônia,Candeias do Jamari,Area 3: Primeiros 40 km a leste de Porto Velho ao longo da BR-364,NA (before 1980s),NA (before 1980s),0,,,1100809,-63.70002,-8.785021,6843.868,-63.70927,-8.804654,2,,Google Earth,Biancardi et al. 1982,Mapa do estado com áreas de coleta,
5456,L. flaviscutellata,,L_flaviscutellata,Brazil,Rondônia,Candeias do Jamari,Area 3: Primeiros 40 km a leste de Porto Velho ao longo da BR-364,,,,,,1100809,-63.70002,-8.785021,6843.868,-63.70927,-8.804654,2,,,Biancardi et al. 1982,,
5457,L. umbratilis,,L_umbratilis,Brazil,Rondônia,Candeias do Jamari,Area 3: Primeiros 40 km a leste de Porto Velho ao longo da BR-364,,,,,,1100809,-63.70002,-8.785021,6843.868,-63.70927,-8.804654,2,,,Biancardi et al. 1982,,
5458,L. complexa,M,L_complexa,Brazil,Rondônia,Candeias do Jamari,Area 4: área a ser inundada pelo lago de uma usina hidrelétrica,NA,NA,0,,,1100809,-63.70002,-8.785021,6843.868,-63.39061,-8.835476,2,,,Biancardi et al. 1982,,
5459,L. flaviscutellata,,L_flaviscutellata,Brazil,Rondônia,Candeias do Jamari,Area 4: área a ser inundada pelo lago de uma usina hidrelétrica,NA (before 1980s),NA (before 1980s),0,,,1100809,-63.70002,-8.785021,6843.868,-63.39061,-8.835476,2,,Google Earth,Biancardi et al. 1982,Mapa do estado com áreas de coleta,
5460,L. flaviscutellata,,L_flaviscutellata,Brazil,Rondônia,Candeias do Jamari,Area 4: área a ser inundada pelo lago de uma usina hidrelétrica,,,,,,1100809,-63.70002,-8.785021,6843.868,-63.39061,-8.835476,2,,,Biancardi et al. 1982,,
5461,L. umbratilis,,L_umbratilis,Brazil,Rondônia,Candeias do Jamari,Area 4: área a ser inundada pelo lago de uma usina hidrelétrica,,,,,,1100809,-63.70002,-8.785021,6843.868,-63.39061,-8.835476,2,,,Biancardi et al. 1982,,
5462,L. whitmani,,L_whitmani,Brazil,Rondônia,Candeias do Jamari,Area 4: área a ser inundada pelo lago de uma usina hidrelétrica,,,,,,1100809,-63.70002,-8.785021,6843.868,-63.39061,-8.835476,2,,,Biancardi et al. 1982,,
5463,L. flaviscutellata,,L_flaviscutellata,Brazil,Rondônia,Candeias do Jamari,Área de Influência da Hidrelétrica de Samuel,1985,,,,,1100809,-63.70002,-8.785021,6843.868,-63.4562,-8.7713,2,,,Freitas et al. 1989,,
5464,L. flaviscutellata,,L_flaviscutellata,Brazil,Rondônia,Candeias do Jamari,UHE Samuel,1986,1986,0,,,1100809,-63.70002,-8.785021,6843.868,-63.4562,-8.7713,2,,,Collection data: INPA (Rui Freitas),,
5465,L. umbratilis,,L_umbratilis,Brazil,Rondônia,Candeias do Jamari,UHE Samuel,1986,1986,0,,,1100809,-63.70002,-8.785021,6843.868,-63.4562,-8.7713,2,,,Collection data: INPA (Rui Freitas),,
5466,L. wellcomei,,doubtful,Brazil,Rondônia,Costa Marques,Km 26,1996,1996,0,,,1100080,-64.231654,-12.436014,4987.177,-64.231654,-12.436014,3,,IBGE 2015 (Municipality admin center),Collection data: IEC,Slide was not found for confirmation,
5467,L. complexa,M,L_complexa,Brazil,Rondônia,Costa Marques,Km 26,1996,1996,0,,,1100080,-64.231654,-12.436014,4987.177,-64.231654,-12.436014,3,,IBGE 2015 (Municipality admin center),Collection data: IEC,,
5468,L. flaviscutellata,,L_flaviscutellata,Brazil,Rondônia,Costa Marques,,1997,,,,,1100080,-64.231654,-12.436014,4987.177,-64.231654,-12.436014,3,,IBGE 2015 (Municipality admin center),Gil et al. 2009,revisao especies do estado,
5469,L. flaviscutellata,,L_flaviscutellata,Brazil,Rondônia,Espigão D'Oeste,Linha Pacaraná km 50,2008,2008,0,,,1100098,-61.020173,-11.528555,4518.034,-61.020173,-11.528555,3,,IBGE 2015 (Municipality admin center),Collection data: USP (Galati),,
5470,L. flaviscutellata,,L_flaviscutellata,Brazil,Rondônia,Espigão d'Oeste,,1997,,,,,1100098,-61.020173,-11.528555,4518.034,-61.020173,-11.528555,3,,IBGE 2015 (Municipality admin center),Gil et al. 2009,revisao especies do estado,
5471,L. umbratilis,,L_umbratilis,Brazil,Rondônia,Guajará-Mirim,BR 319,1981,1981,0,,,1100106,-65.323952,-10.773884,24855.724,-65.323952,-10.773884,3,,IBGE 2015 (Municipality admin center),Collection data: CPqRR (speciesLink),,
5472,L. migonei,,L_migonei,Brazil,Rondônia,Guajará-Mirim,Colônia do Lata,1981,1981,0,,,1100106,-65.323952,-10.773884,24855.724,-65.323952,-10.773884,3,,IBGE 2015 (Municipality admin center),Collection data: CPqRR (speciesLink),,
5473,L. umbratilis,,L_umbratilis,Brazil,Rondônia,Guajará-Mirim,Colônia do Lata,1981,1981,0,,,1100106,-65.323952,-10.773884,24855.724,-65.323952,-10.773884,3,,IBGE 2015 (Municipality admin center),Collection data: CPqRR (speciesLink),,
5474,L. whitmani,,L_whitmani,Brazil,Rondônia,Guajará-Mirim,Colônia do Lata,1981,1981,0,,,1100106,-65.323952,-10.773884,24855.724,-65.323952,-10.773884,3,,IBGE 2015 (Municipality admin center),Collection data: CPqRR (speciesLink),,
5475,L. umbratilis,,L_umbratilis,Brazil,Rondônia,Guajará-Mirim,Estrada 319,1981,1981,0,,,1100106,-65.323952,-10.773884,24855.724,-65.323952,-10.773884,3,,IBGE 2015 (Municipality admin center),Collection data: CPqRR (speciesLink),,
5476,L. whitmani,,L_whitmani,Brazil,Rondônia,Guajará-Mirim,Estrada 319,1981,1981,0,,,1100106,-65.323952,-10.773884,24855.724,-65.323952,-10.773884,3,,IBGE 2015 (Municipality admin center),Collection data: CPqRR (speciesLink),,
5477,L. migonei,,L_migonei,Brazil,Rondônia,Guajará-Mirim,Estrada BR 319,1981,1981,0,,,1100106,-65.323952,-10.773884,24855.724,-65.323952,-10.773884,3,,IBGE 2015 (Municipality admin center),Collection data: CPqRR (speciesLink),,
5478,L. umbratilis,,L_umbratilis,Brazil,Rondônia,Guajará-Mirim,Estrada BR 319,1981,1981,0,,,1100106,-65.323952,-10.773884,24855.724,-65.323952,-10.773884,3,,IBGE 2015 (Municipality admin center),Collection data: CPqRR (speciesLink),,
5479,L. whitmani,,L_whitmani,Brazil,Rondônia,Guajará-Mirim,Estrada BR 319,1981,1981,0,,,1100106,-65.323952,-10.773884,24855.724,-65.323952,-10.773884,3,,IBGE 2015 (Municipality admin center),Collection data: CPqRR (speciesLink),,
5480,L. umbratilis,,L_umbratilis,Brazil,Rondônia,Guajará-Mirim,Estrada da Lagoa das Garças,1981,1981,0,,,1100106,-65.323952,-10.773884,24855.724,-65.323952,-10.773884,3,,IBGE 2015 (Municipality admin center),Collection data: CPqRR (speciesLink),,
5481,L. flaviscutellata,,L_flaviscutellata,Brazil,Rondônia,Guajará-Mirim,Estrada do Aeroporto,1980,1980,0,,,1100106,-65.323952,-10.773884,24855.724,-65.202777,-10.852331,2,,Google Earth,Collection data: CPqRR (speciesLink),,
5482,L. flaviscutellata,F,L_flaviscutellata,Brazil,Rondônia,Guajará-Mirim,Estrada do aeroporto km 16,1980,1980,0,-,-,1100106,-65.323952,-10.773884,24855.724,-65.202777,-10.852331,2,,Google Earth,Collection data: CPqRR,CPqRR 2292,
5483,L. umbratilis,,L_umbratilis,Brazil,Rondônia,Guajará-Mirim,Estrada do Aeroporto Km 16,1980,1980,0,,,1100106,-65.323952,-10.773884,24855.724,-65.202777,-10.852331,2,,Google Earth,Collection data: CPqRR (speciesLink),,
5484,L. umbratilis,,L_umbratilis,Brazil,Rondônia,Guajará-Mirim,Estrada do Palheta,1981,1981,0,,,1100106,-65.323952,-10.773884,24855.724,-65.323952,-10.773884,3,,IBGE 2015 (Municipality admin center),Collection data: CPqRR (speciesLink),,
5485,L. umbratilis,,L_umbratilis,Brazil,Rondônia,Guajará-Mirim,Guajará-Mirim,1981,1981,0,,,1100106,-65.323952,-10.773884,24855.724,-65.323952,-10.773884,3,,IBGE 2015 (Municipality admin center),Collection data: CPqRR (speciesLink),,
5486,L. umbratilis,,L_umbratilis,Brazil,Rondônia,Guajará-Mirim,Igarapé Palheta,1981,1981,0,,,1100106,-65.323952,-10.773884,24855.724,-65.323952,-10.773884,3,,IBGE 2015 (Municipality admin center),Collection data: CPqRR (speciesLink),,
5487,L. umbratilis,,L_umbratilis,Brazil,Rondônia,Guajará-Mirim,Lagoa das Garças,1981,1981,0,,,1100106,-65.323952,-10.773884,24855.724,-65.323952,-10.773884,3,,IBGE 2015 (Municipality admin center),Collection data: CPqRR (speciesLink),,
5488,L. umbratilis,,L_umbratilis,Brazil,Rondônia,Guajará-Mirim,Pé da Serra dos Parecis,1981,1981,0,,,1100106,-65.323952,-10.773884,24855.724,-65.26512,-10.72016,2,,,Collection data: CPqRR (speciesLink),,
5489,L. umbratilis,,L_umbratilis,Brazil,Rondônia,Guajará-Mirim,Serra dos Parecis,1981,1981,0,,,1100106,-65.323952,-10.773884,24855.724,-65.26512,-10.72016,2,,,Collection data: CPqRR (speciesLink),,
5490,L. whitmani,,L_whitmani,Brazil,Rondônia,Guajará-Mirim,Serra dos Parecis,1981,1981,0,,,1100106,-65.323952,-10.773884,24855.724,-65.26512,-10.72016,2,,,Collection data: CPqRR (speciesLink),,
5491,L. complexa,M,L_complexa,Brazil,Rondônia,Ji-Paraná,Area 6: Cidade de Ji-Paraná,NA,NA,0,,,1100122,-61.945095,-10.882051,6896.648,-61.93102,-10.87981,2,,,Biancardi et al. 1982,,
5492,L. umbratilis,,L_umbratilis,Brazil,Rondônia,Ji-Paraná,Area 6: Cidade de Ji-Paraná,,,,,,1100122,-61.945095,-10.882051,6896.648,-61.93102,-10.87981,2,,,Biancardi et al. 1982,,
5493,L. whitmani,,L_whitmani,Brazil,Rondônia,Ji-Paraná,Area 6: Cidade de Ji-Paraná,,,,,,1100122,-61.945095,-10.882051,6896.648,-61.93102,-10.87981,2,,,Biancardi et al. 1982,,
5494,L. umbratilis,,L_umbratilis,Brazil,Rondônia,Ji-Paraná,Bairo da cidade,1981,1981,0,,,1100122,-61.945095,-10.882051,6896.648,-61.945095,-10.882051,3,,IBGE 2015 (Municipality admin center),Collection data: CPqRR (speciesLink),,
5495,L. whitmani,,L_whitmani,Brazil,Rondônia,Ji-Paraná,"BR 364, Km 354",1980,1980,0,,,1100122,-61.945095,-10.882051,6896.648,-61.945095,-10.882051,3,,IBGE 2015 (Municipality admin center),Collection data: INPA (Rui Freitas),,
5496,L. complexa,,L_complexa,Brazil,Rondônia,Ji-Paraná,Estrada aeroporto,1983,1983,0,,,1100122,-61.945095,-10.882051,6896.648,-61.853872,-10.878415,2,,,Collection data: INPA (Rui Freitas),,
5497,L. umbratilis,,L_umbratilis,Brazil,Rondônia,Ji-Paraná,Estrada nova do Aeroporto,1981,1981,0,,,1100122,-61.945095,-10.882051,6896.648,-61.853872,-10.878415,2,,,Collection data: CPqRR (speciesLink),,
5498,L. whitmani,,L_whitmani,Brazil,Rondônia,Ji-Paraná,Estrada nova do Aeroporto,1981,1981,0,,,1100122,-61.945095,-10.882051,6896.648,-61.853872,-10.878415,2,,,Collection data: CPqRR (speciesLink),,
5499,L. whitmani,,L_whitmani,Brazil,Rondônia,Ji-Paraná,Jaru - margem esquerda do rio Jaru,1981,1981,0,,,1100122,-61.945095,-10.882051,6896.648,-61.945095,-10.882051,3,,IBGE 2015 (Municipality admin center),Collection data: CPqRR (speciesLink),,
5500,L. complexa,,L_complexa,Brazil,Rondônia,Ji-Paraná,"Morro da Palavrinha, Gleba G",1983,1983,0,,,1100122,-61.945095,-10.882051,6896.648,-61.945095,-10.882051,3,,IBGE 2015 (Municipality admin center),Collection data: INPA (Rui Freitas),,
5501,L. migonei,,L_migonei,Brazil,Rondônia,Ji-Paraná,"Morro da Palavrinha, Gleba G",1983,1983,0,,,1100122,-61.945095,-10.882051,6896.648,-61.945095,-10.882051,3,,IBGE 2015 (Municipality admin center),Collection data: INPA (Rui Freitas),,
5502,L. whitmani,,L_whitmani,Brazil,Rondônia,Ji-Paraná,Ouro Preto,1981,1981,0,,,1100122,-61.945095,-10.882051,6896.648,-61.945095,-10.882051,3,,IBGE 2015 (Municipality admin center),Collection data: CPqRR (speciesLink),,
5503,L. flaviscutellata,,L_flaviscutellata,Brazil,Rondônia,Ji-Paraná,Reserva do Incra,1981,1981,0,,,1100122,-61.945095,-10.882051,6896.648,-61.945095,-10.882051,3,,IBGE 2015 (Municipality admin center),Collection data: CPqRR (speciesLink),,
5504,L. umbratilis,,L_umbratilis,Brazil,Rondônia,Ji-Paraná,Reserva do Incra,1981,1981,0,,,1100122,-61.945095,-10.882051,6896.648,-61.945095,-10.882051,3,,IBGE 2015 (Municipality admin center),Collection data: CPqRR (speciesLink),,
5505,L. whitmani,,L_whitmani,Brazil,Rondônia,Ji-Paraná,Reserva do Incra,1981,1981,0,,,1100122,-61.945095,-10.882051,6896.648,-61.945095,-10.882051,3,,IBGE 2015 (Municipality admin center),Collection data: CPqRR (speciesLink),,
5506,L. flaviscutellata,F,L_flaviscutellata,Brazil,Rondônia,Ji-Paraná,Reserva do Incra nº 1,1981,1981,0,,,1100122,-61.945095,-10.882051,6896.648,-61.945095,-10.882051,3,,IBGE 2015 (Municipality admin center),Collection data: CPqRR,CPqRR 2314,
5507,L. umbratilis,,L_umbratilis,Brazil,Rondônia,Ji-Paraná,Reserva Florestal do Incra,1981,1981,0,,,1100122,-61.945095,-10.882051,6896.648,-61.945095,-10.882051,3,,IBGE 2015 (Municipality admin center),Collection data: CPqRR (speciesLink),,
5508,L. whitmani,,L_whitmani,Brazil,Rondônia,Ji-Paraná,Reserva Florestal do Incra,1981,1981,0,,,1100122,-61.945095,-10.882051,6896.648,-61.945095,-10.882051,3,,IBGE 2015 (Municipality admin center),Collection data: CPqRR (speciesLink),,
5509,L. migonei,,L_migonei,Brazil,Rondônia,Monte Negro,Área Serraria,1997,1997,0,,,1101401,-63.295559,-10.263098,1931.378,-63.295559,-10.263098,3,,IBGE 2015 (Municipality admin center),Collection data: IEC,,
5510,L. whitmani,,L_whitmani,Brazil,Rondônia,Monte Negro,Área Serraria,1997,1997,0,,,1101401,-63.295559,-10.263098,1931.378,-63.295559,-10.263098,3,,IBGE 2015 (Municipality admin center),Collection data: IEC,,
5511,L. complexa,MF,L_complexa,Brazil,Rondônia,Monte Negro,áreas de floresta residual cerca de 30 a 50 m de distância de casas com registros de casos de LTA,2006,,,,,1101401,-63.295559,-10.263098,1931.378,-63.295559,-10.263098,3,,IBGE 2015 (Municipality admin center),Teles et al. 2013,,
5512,L. flaviscutellata,,L_flaviscutellata,Brazil,Rondônia,Monte Negro,áreas de floresta residual cerca de 30 a 50 m de distância de casas com registros de casos de LTA,2006,2008,,,,1101401,-63.295559,-10.263098,1931.378,-63.295559,-10.263098,3,,IBGE 2015 (Municipality admin center),Teles et al. 2013,"ótimo mapa com localização das casas, mas o autor não diz onde foi coletado L. flaviscutellata",
5513,L. flaviscutellata,,L_flaviscutellata,Brazil,Rondônia,Monte Negro,áreas de floresta residual cerca de 30 a 50 m de distância de casas com registros de casos de LTA,2006,,,,,1101401,-63.295559,-10.263098,1931.378,-63.295559,-10.263098,3,,IBGE 2015 (Municipality admin center),Teles et al. 2013,,
5514,L. longipalpis,,L_longipalpis,Brazil,Rondônia,Monte Negro,áreas de floresta residual cerca de 30 a 50 m de distância de casas com registros de casos de LTA,2006,,,,,1101401,-63.295559,-10.263098,1931.378,-63.295559,-10.263098,3,,IBGE 2015 (Municipality admin center),Teles et al. 2013,,
5515,L. umbratilis,,L_umbratilis,Brazil,Rondônia,Monte Negro,áreas de floresta residual cerca de 30 a 50 m de distância de casas com registros de casos de LTA,2006,,,,,1101401,-63.295559,-10.263098,1931.378,-63.295559,-10.263098,3,,IBGE 2015 (Municipality admin center),Teles et al. 2013,,
5516,L. whitmani,,L_whitmani,Brazil,Rondônia,Monte Negro,áreas de floresta residual cerca de 30 a 50 m de distância de casas com registros de casos de LTA,2006,,,,,1101401,-63.295559,-10.263098,1931.378,-63.295559,-10.263098,3,,IBGE 2015 (Municipality admin center),Teles et al. 2013,,
5517,L. whitmani,,L_whitmani,Brazil,Rondônia,Monte Negro,Montenegro,1997,,,,,1101401,-63.295559,-10.263098,1931.378,-63.295559,-10.263098,3,,IBGE 2015 (Municipality admin center),Ishikawa et al. 1999,,
5518,L. flaviscutellata,,L_flaviscutellata,Brazil,Rondônia,Monte Negro,,1997,2000,,,,1101401,-63.295559,-10.263098,1931.378,-63.295559,-10.263098,3,,IBGE 2015 (Municipality admin center),Gil et al. 2003,"revisao especies do estado, coordenadas dos municípios estudados",
5519,L. flaviscutellata,,L_flaviscutellata,Brazil,Rondônia,Monte Negro,,1997,,,,,1101401,-63.295559,-10.263098,1931.378,-63.295559,-10.263098,3,,IBGE 2015 (Municipality admin center),Gil et al. 2003,,
5520,L. flaviscutellata,,L_flaviscutellata,Brazil,Rondônia,Monte Negro,,1997,,,,,1101401,-63.295559,-10.263098,1931.378,-63.295559,-10.263098,3,,IBGE 2015 (Municipality admin center),Gil et al. 2009,revisao especies do estado,
5521,L. complexa,MF,L_complexa,Brazil,Rondônia,NA,"Vários municípios, mas sem distinção da fauna por município",NA,NA,0,,,NA,NA,NA,NA,NA,NA,NA,,NA,Gil et al. 2009,e-mail enviado para autora correspondente (Maisa Araujo) em 31/07/2017,
5522,L. flaviscutellata,,L_flaviscutellata,Brazil,Rondônia,Nova Mamoré,,1997,,,,,1100338,-65.329149,-10.411771,10071.643,-65.329149,-10.411771,3,,IBGE 2015 (Municipality admin center),Gil et al. 2009,revisao especies do estado,
5523,L. whitmani,,L_whitmani,Brazil,Rondônia,Nova União,Agrovila,1996,1996,0,,,1101435,-62.555089,-10.915532,807.126,-62.555089,-10.915532,3,,IBGE 2015 (Municipality admin center),Collection data: IEC,,
5524,L. flaviscutellata,,L_flaviscutellata,Brazil,Rondônia,Nova União,,1997,,,,,1101435,-62.555089,-10.915532,807.126,-62.555089,-10.915532,3,,IBGE 2015 (Municipality admin center),Gil et al. 2009,revisao especies do estado,
5525,L. whitmani,,L_whitmani,Brazil,Rondônia,Ouro Preto do Oeste,Base - 500 m sul da cidade,1983,1983,0,,,1100155,-62.261055,-10.723574,1969.85,-62.261055,-10.723574,3,,IBGE 2015 (Municipality admin center),Collection data: INPA (Rui Freitas),,
5526,L. whitmani,,L_whitmani,Brazil,Rondônia,Pimenta Bueno,Cuica 1,2013,,,,,1100189,-61.183666,-11.677537,6240.932,-60.647,-11.68,2,,,Ogawa et al. 2016,,
5527,L. flaviscutellata,,L_flaviscutellata,Brazil,Rondônia,Porto Velho,"""Região IV"": Rodovia Manaus-Porto Velho (BR-319 km 866)",1974,1983,,,,1100205,-63.831446,-8.768892,34090.926,-64.000853,-8.647937,2,,Google Earth,Arias et al. 1985,mapa com regiões de coleta,
5528,L. flaviscutellata,,L_flaviscutellata,Brazil,Rondônia,Porto Velho,"""Região IV"": Rodovia Manaus-Porto Velho (BR-319 km 866)",1974,,,,,1100205,-63.831446,-8.768892,34090.926,-64.000853,-8.647937,2,,,Arias et al. 1985,,
5529,L. umbratilis,,L_umbratilis,Brazil,Rondônia,Porto Velho,"""Região IV"": Rodovia Manaus-Porto Velho (BR-319 km 866)",1974,,,,,1100205,-63.831446,-8.768892,34090.926,-64.000853,-8.647937,2,,,Arias et al. 1985,,
5530,L. whitmani,,L_whitmani,Brazil,Rondônia,Porto Velho,"""Região IV"": Rodovia Manaus-Porto Velho (BR-319 km 866)",1974,,,,,1100205,-63.831446,-8.768892,34090.926,-64.000853,-8.647937,2,,,Arias et al. 1985,,
5531,L. flaviscutellata,,L_flaviscutellata,Brazil,Rondônia,Porto Velho,"""Região IV"": Rodovia Porto Velho-Vilhena (BR-364 km 20)",1974,1983,,,,1100205,-63.831446,-8.768892,34090.926,-63.729632,-8.798405,2,,Google Earth,Arias et al. 1985,mapa com regiões de coleta,
5532,L. flaviscutellata,,L_flaviscutellata,Brazil,Rondônia,Porto Velho,"""Região IV"": Rodovia Porto Velho-Vilhena (BR-364 km 20)",1974,,,,,1100205,-63.831446,-8.768892,34090.926,-63.729632,-8.798405,2,,,Arias et al. 1985,,
5533,L. umbratilis,,L_umbratilis,Brazil,Rondônia,Porto Velho,"""Região IV"": Rodovia Porto Velho-Vilhena (BR-364 km 20)",1974,,,,,1100205,-63.831446,-8.768892,34090.926,-63.729632,-8.798405,2,,,Arias et al. 1985,,
5534,L. flaviscutellata,,L_flaviscutellata,Brazil,Rondônia,Porto Velho,"80 44´16,6"" S, 640 01´12,5"" W",2015,2015,0,,,1100205,-63.831446,-8.768892,34090.926,-64.020139,-8.737944,1,coordinates,Cited in ref,Collection data: USP (Galati),Informação de Coletas (fornecido pelo Rodrigo),
5535,L. umbratilis,,L_umbratilis,Brazil,Rondônia,Porto Velho,"80 44´16,6"" S, 640 01´12,5"" W",2015,2015,0,,,1100205,-63.831446,-8.768892,34090.926,-64.020139,-8.737944,1,coordinates,Cited in ref,Collection data: USP (Galati),Informação de Coletas (fornecido pelo Rodrigo),
5536,L. flaviscutellata,,L_flaviscutellata,Brazil,Rondônia,Porto Velho,"Area 2: área de floresta, muito alterada, aprox 5 km da margem oeste do rio Madeira, oposto a Porto Velho",NA (before 1980s),NA (before 1980s),0,,,1100205,-63.831446,-8.768892,34090.926,-63.96617,-8.724726,2,,Google Earth,Biancardi et al. 1982,Mapa do estado com áreas de coleta,
5537,L. flaviscutellata,,L_flaviscutellata,Brazil,Rondônia,Porto Velho,"Area 2: área de floresta, muito alterada, aprox 5 km da margem oeste do rio Madeira, oposto a Porto Velho",,,,,,1100205,-63.831446,-8.768892,34090.926,-63.96617,-8.724726,2,,,Biancardi et al. 1982,,
5538,L. umbratilis,,L_umbratilis,Brazil,Rondônia,Porto Velho,"Area 2: área de floresta, muito alterada, aprox 5 km da margem oeste do rio Madeira, oposto a Porto Velho",,,,,,1100205,-63.831446,-8.768892,34090.926,-63.96617,-8.724726,2,,,Biancardi et al. 1982,,
